Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Anhonee,0044360,1952,Drama,Romance,Thriller,Hindi,Nargis,Raj Kapoor,Agha,Burman,Kanwal,NA,"Lucknow-based impoverished advocate, Rajkumar Saxena, complains to his landlord about the deplorable condition of his apartment but is instead told by the latter's daughter, Roop, to pay his outstanding rent for over 6 months or face legal action. He approaches her father, Harnam Singh, who not only lets him live there for free, but also befriends him, and invites him to Roop's birthday party. Roop gets impressed when he sings there and invites him for dinner along with her father. Before he could attend, he is asked to represent a courtesan client, Mohini, who is facing eviction by her landlord. He finds her resemblance to Roop quite unusual and mentions this during their dinner. This news apparently shocks Harnam, who gets hospitalized and subsequently passes away. Mohini, who is injured in an accident, retains him to sue Roop as she claims to be her sister, but the latter decides to let Mohini move in with her and share the estate. The latter's satisfaction will turn to bitterness when she finds out that Rajkumar shuns her and loves Roop while a former patron of Mohini, Shyam Sunder Laddan, prepares to blackmail both sisters.",7.2,82,https://www.imdb.com/title/tt0044360/
Babu,0360399,1985,Drama,Family,NA,Hindi,Rajesh Khanna,Hema Malini,Mala Sinha,NA,NA,NA,"Babu is a naive young man who likes to go out of his way to help people. He has fallen in love with Kammo, but in the process of helping another, he lands himself in jail for two years. After his discharge, he finds that a lady who had once helped him, is now a destitute widow with a small child, Pinky. He decides to help them, puts his personal life on hold, drives a hand-drawn rickshaw, saves some money, so that he can buy provisions for them, as well as send Pinky to a decent school. She attends school, but ends up a snob, who is clearly embarrassed by her poor mom, and cannot stand Babu, making them both wonder if it was worthwhile investing so much time and energy over an ungrateful child.",7.0,74,https://www.imdb.com/title/tt0360399/
Ek Mahal Ho Sapno Ka,0214663,1975,Drama,Family,NA,Hindi,Ashok Kumar,Dharmendra,Sharmila Tagore,Manzoor Amrohi,Yusuf,NA,"Vishal is a poet and lives a middle-class lifestyle with his widowed and wheelchair-bound mom. He is in love with Aruna, who works with a publishing company. Due to his forthrightness, Vishal is unable to keep a job, and Aruna attempts in vain to get him to work at her firm. Then she stops meeting him altogether, and a few days later he gets an invitation to attend her marriage with her boss, Anand Kumar Sahegal. This turn of events devastates Vishal to such an extent that he takes to alcohol, visits prostitutes, gambles, and hates all women especially Aruna. Vishal gains fame selling his poems to Ramu Makhichandani, but does not improve his lifestyle. Then one day a young woman named Sonia enters his life and both of them fall in love with each other. Vishal proposes to Sonia and she accepts, however, fate has some other plans for them - for Sonia is none other than the step-daughter of Aruna - and neither Vishal nor Aruna may want this marriage alliance to succeed.",7.0,71,https://www.imdb.com/title/tt0214663/
Duniya,0062918,1968,Crime,Drama,NA,Hindi,Dev Anand,Vyjayanthimala,Balraj Sahni,Bhaskar L. Deokar,Sharad Pole,NA,"Amarnath, Gopal and his sister, Mala, are three friends who live in a small village in India. As Mala & Gopal's mom is a widow and is unable to care for both the children, she decides to let her Bombay-based cousin, Shobha R. Sharma, adopt Mala. Gopal is always in trouble with the villagers for petty theft, and when he learns that Mala has left, he too runs away from home. Years later, all three have grown up. Mala's mom is deceased, while she continues to live with her aunt and uncle, Public Prosecutor Ramnath Sharma; Amarnath is now an Advocate working with Senior Advocate Mehta, and is in love with Mala, not knowing that she is his childhood friend; while Gopal has been to prison in Poona, Madras, and the Police in Hyderabad want him for questioning. Soon Amarnath will be defending Gopal, alias Ram Singh, for the murder of one Mohanchand - and it will be an uphill task for Amarnath - for not only do the Police have airtight evidence against Gopal, Mohanchand was to be the future son-in-law of Ramnath - who has sworn to bring Gopal to justice by hook or by crook.",7.1,71,https://www.imdb.com/title/tt0062918/
12 O'Clock High,0057793,1964,Drama,War,NA,English,Frank Overton,Paul Burke,Chris Robinson,NA,NA,NA,"This series chronicled the adventures, in the air and on the ground, of the men of the 918th Bombardment Group of the U.S. Eighth Air Force. First commanded by irascible General Frank Savage, and later by Colonel Joe Gallagher, the son of a Pentagon General. The group is stationed in England, and flies long-range bombing missions into German-held Europe.",8.1,1033,https://www.imdb.com/title/tt0057793/
Zehreela Insaan,0232977,1974,Drama,Romance,NA,Hindi,Rishi Kapoor,Moushumi Chatterjee,Neetu Singh,NA,NA,NA,"SPOILER: Arjun, a hot headed but soft hearted man, always finds himself in situations that others take him as a bad person. His childhood teacher Masterji is the only person understands him & appreciates his good quality and Arjun follows his instruction/wishes completely. Arjun loves Aarti and wants to marry her but Aarti's father does not endorse this alliance and decides to get her marry to someone else. Arjun is agitated but Masterji calms him down and asks him to not disrupt this marriage, instead convince Aarti to marry the boy her father has chosen for her. Arjun follows what Masterji has asked him. Devastated Arjun finds love in Margret who he has been fighting with since she came to town. Now Margret's uncle and mother are against their marriage. This time Arjun is not lenient and does not even listen to Masterji. Arjun and Margret run away and commit suicide jumping down a mountain.",7.1,90,https://www.imdb.com/title/tt0232977/
Paigham,0053152,1959,Comedy,Drama,NA,Hindi,Dilip Kumar,Raaj Kumar,Vyjayanthimala,NA,NA,NA,"Widowed Mrs. Lal lives with her two sons, Ram and Ratan; an unmarried daughter, Sheela; Ram's wife, Parvati and her children. While Ram is employed in a mill, Ratan is studying engineering in Calcutta. When Ratan returns, he is offered a job at the same mill, falls in love with a Typist named Manju, much to chagrin of Malti, the daughter of the mill-owner, Sewakram. When Ratan finds out that Sewakram has been defrauding the employees, he decides to form a union, a move that is opposed by Ram, who is very devoted and loyal to Sewakram. Things go from bad to worse when the workers decide to go on strike on one hand, while Ram decides to thrown Ratan out of the house. Word gets around that Ratan is against Sewakram, and soon he gets blacklisted, Sheela who was supposed to marry Kundan, the son of Sitaram, has her marriage canceled, and the family lose their prestige and credit in the community. The question remains, will the workers continue to be at the mercy of Sewakram, and will the Lal family be re-united again.",7.1,105,https://www.imdb.com/title/tt0053152/
Main Nashe Men Hoon,0053035,1959,Drama,Family,Comedy,Hindi,Raj Kapoor,Mala Sinha,Mubarak,NA,NA,NA,"Belonging to a family that has a grandfather addicted to alcohol, Mohan Khanna (Raj Kapoor) too is addicted to alcohol, compounded by the fact that he is enamoured with a woman, Miss Reeta (Nishi), who is using him to extort money and vengeance from his Judge father, Kundan Lal Khanna. The only person who is really interested in the welfare of Mohan, in a practical way, is an aged and recently hired servant of the family, who has just been released from prison for killing two people.",6.7,66,https://www.imdb.com/title/tt0053035/
Thayillamal Nannilai,0186794,1979,Action,Drama,NA,Tamil,Kamal Haasan,Sridevi,Rajinikanth,NA,NA,NA,"Pushpa a captive, quite, simple and beautiful young woman is settled in a quite neighborhood with her father. Pushpa is quite an anxious woman to marry since she has acquire the age. Seeing this her father made a promise to her that she will get married to an eligible young man in there vicinity named Mohan. But Pushpa changes the whole cycle around since she falls head over heels in love with a band master name Raja. But her father does not agree for her to marry Raja. She must now decides to marry her father's choice, Mohan, or elope and get married with her lover Raja.",6.2,66,https://www.imdb.com/title/tt0186794/
Duniya Meri Jeb Mein,0357621,1979,Action,Thriller,NA,Hindi,Shashi Kapoor,Rishi Kapoor,Neetu Singh,NA,NA,NA,"A student in a prestigious college, Vishal Khanna believes he lives a wealthy lifestyle along with his businessman brother, Karan. Vishal meets with and falls in love with Neeta, the only daughter of wealthy widower, Gulabchand. Gulabchand meets with Karan and both finalize Vishal and Neeta's marriage. Then things spiral out of control when Gulabchand is killed while Karan is run over by a lorry, and ends up losing both his legs. Vishal undertakes to look after the now crippled Karan, but has more surprises to face when Police Inspector Yadav informs him that Karan was never a businessman, but a trapeze artiste in Amar Circus, and is also a suspect of a daring robbery and the murder of Gulabchand.",7.0,88,https://www.imdb.com/title/tt0357621/
Aisi Bhi Kya Jaldi Hai,0149609,1996,Comedy,Romance,NA,Hindi,Sachin Pilgaonkar,Vivek Mushran,Ashok Saraf,NA,NA,NA,The story is about a single father (Sachin) who is overly protective of her daughter (Srishti Behl) and does not like the idea that his daughter will leave him after marriage and hence tries to create hurdles between his daughter and her prospective groom.,6.7,74,https://www.imdb.com/title/tt0149609/
Thikana,0094132,1987,Crime,Drama,NA,Hindi,Smita Patil,Anil Kapoor,Amrita Singh,Gappa Chakravorty,NA,NA,Ravi Goel is an alcoholic lawyer who doesn't gets cases as he refuses to lie.His mother is fed up of his frequent drinking while his elder sister Shashi is everything to him who also runs the house.MP Rane is taped in a video killing a girl which is recorded by a cameraman Avinash.Shashi is in relationship with inspector Ranbir who convinces Ravi to fight back cases.Ravi meets a dancer Natasha who happens to be sister of Avinash and comes to him asking for help to fight Avinash's case whose missing since a long time.Ravi starts taking Avinash's case seriously and finds that he was killed by Rane and Ranbir.But before his death he had hidden the video tape in a secret place which could expose Rane.,5.5,84,https://www.imdb.com/title/tt0094132/
Judaai,0260112,1980,Family,Drama,NA,Hindi,Ashok Kumar,Jeetendra,Rekha,J. Suryanarayana,NA,NA,"Widower and former Judge Umakant Verma lives a wealthy lifestyle with his only son, Dr. Shashikant; a houseful of servants, led by Gauri, the daughter of his childhood friend, Narayan Singh. Gauri is not treated as a servant but more as a family member and has made herself totally indispensable. So much so when Umakant makes his last will and testament, he wants Shashikant to marry Gauri. Shortly thereafter Umakant passes away, and Shashikant and Gauri do get married. Soon Gauri gives birth to a boy, Ravikant, and a few months later gets pregnant again. Before she could conceive, she finds out that Shashikant has been meeting with a former girlfriend, Krishna, and refuses to take any telephonic messages from her, as a result Krishna's child passes away, a row breaks out between Gauri and Shashikant, and Gauri leaves the house. Shashikant does his best to bring up Ravikant on his own, while Gauri gives birth to another son, Umakant, and does her best to bring him up. The question remains which of the two parents will be successful in bringing up their respective sons, and who will be better - Ravikant or Umakant?",5.8,81,https://www.imdb.com/title/tt0260112/
Bewafai,0362445,1985,Drama,Romance,NA,Hindi,Rajesh Khanna,Rajinikanth,Padmini Kolhapure,NA,NA,NA,"Ashok Nath has three female admirers: the mentally imbalance Renu, Vinny and the wealthy Asha. While all three loves him wholeheartedly and will go to any length to attain his love; he acknowledges the love of Asha. But Asha's dad, Diwan Sardarilal dislikes Ashok and hires an expert killer, Ranvir to get rid of Ashok from Asha's life forever but chaos prevails when Ranvir started to corrupt the lives of everyone - with an agenda of his own.",5.5,69,https://www.imdb.com/title/tt0362445/
Imaandaar,0359457,1987,Action,Crime,Drama,Hindi,Vikas Anand,Birbal,Chandrashekhar,NA,NA,NA,"Raju (Sanjay Dutt) is an orphan. He has been brought up in an orphanage - Bal Mandir. Amina (Shammi) who owns a guest house, is very fond of children, but has no issue of her own - so she adopts Raju & Vijay (Rohan Kapoor) Raju loves Vijay as his own brother. Vijay loves his studies and wants to fulfill his dead father's dream of becoming a chemical engineer - but lacks the necessary funds. Here, Raju makes the noble gesture of providing him money to see him through college and finally sending him to London, for his training. In London Vijay meets Rai Sahab (Pran). Before Rai Sahab can get to know him and his background - he is forced to leave London as his only daughter Renu (Farha) is ill. Renu is a stubborn, adamant girl, as she is pampered a lot by her father. And the impulsive girl forces her father to get her engaged to the dashing young lad Kailash (Sumeet Saigal). Now, this Kailash is the son of Ramesh Sinha (Ranjeet) who is now posing himself as Sindhania.",5.5,72,https://www.imdb.com/title/tt0359457/
Swarg Narak,0262801,1978,Comedy,Drama,Romance,Hindi,Sanjeev Kumar,Jeetendra,Vinod Mehra,Mohiuddin,V.B. Shankar,Subbaiah,"Our story has three married couples: One couple, who are happily married, are Tripathi (Sanjeev Kumar) and his wife Mary; the second couple are Geeta (Shabana Azmi) and Vinod (Vinod Mehra), who live in Vinod's mom's house. Their's is an unhappy marriage with Vinod spending a lot of time with Leena (Prema Narayan), and frequenting late and all-night parties. His wife patiently awaits his return every night; And the third couple is that of Shobha (Moushumi Chatterjee) and Vicky Kapoor (Jeetendra), their's is a seemingly ""happy"" marriage, with Shobha being a very jealous and possessive woman. One day when she sees her husband and Radha (Tanuja) together, she thinks they are having an affair, and starts to ask questions. Suddenly their lives are turned upside down, when Vinod decides to leave the house; Shobha leaves her husband; and Tripathi tries to make amends but looks like these two couples are unable to compromise and adjust to married life.",5.5,64,https://www.imdb.com/title/tt0262801/
Ghar Sansar,0154532,1986,Comedy,Drama,NA,Hindi,Jeetendra,Sridevi,Kader Khan,NA,NA,NA,"Girdharilal (Kader Khan) is a very rich and wealthy man. He has made a number of enemies. One of his enemies asks a beggar to masquerade as Girdharilal for a price, to which the beggar agrees. The switch takes place, with the real Girdharilal being abducted. A series of hilarious and comical events take turn as the beggar attempts to pretend to be a rich, left-handed tycoon.",5.1,75,https://www.imdb.com/title/tt0154532/
C.I.D.,0404843,1990,Action,Drama,NA,Hindi,Vinod Khanna,Amrita Singh,Suresh Oberoi,A. Abbas,NA,NA,"C.I.D. Inspector Veer( Vinod Khanna) wages war against organized crime. His nemesis is Roshan Lala (Kiran Kumar) the overlord of the drug and gold smuggling racket in India. So dangerous a man Roshan is Roshan Lala that no witness has ever dared to come forward to give evidence against him in court. Frustrated by the lack of evidence and witness needed to convict Roshan Lala, Inspector Veer manages to infiltrate a young undercover officer Raksha (Juhi Chawla) into Roshan Lala's organization. However she is soon discovered to a Police officer and ruthless shot down by Roshan in a deserted street. Fatefully, this murder is witness by Mr. & Mrs. Saxena a respectable middle aged couple whose only daughter Meghna is engaged to be married to Inspector Veer. Is Roshan Lala successful in his design? Does Inspector Veer convict Roshan Lala or does he lose his beloved forever?",4.6,73,https://www.imdb.com/title/tt0404843/
Thoda Lutf Thoda Ishq,4859310,2015,Comedy,Romance,NA,Hindi,Bhavita Anand,Rakesh Bedi,Vijayant Kohli,Anuja Vashistha,NA,NA,"Two good for nothing boys Jhumroo and Ghungroo are best examples of fools who keep roaming around the whole day. Their sole motive in life is to have fun, befriend girls, go to parties, get drunk and chill. They find impish ways to get in touch with girls. They are also desperate to get a job, but in their comical attempt they receive yet more embarrassment. After couple of disasters they get a job at a newly opened beauty parlor run by two smart girls. Their dream has come true. They are around girls all the time. But this is just the beginning of their hilarious trauma and a journey full of unexpected twists. - A roller-coaster ride for them and guffaws for viewers.",4.1,58,https://www.imdb.com/title/tt4859310/
Dulhan Wahi Jo Piya Man Bhaye,14821284,2021,Drama,NA,NA,Bhojpuri,Kajal Raghwani,Madhu Sharma,Khesari Lal Yadav,NA,NA,NA,NA,NA,NA,https://www.imdb.com/title/tt14821284/
Mane,0102389,1991,Drama,Mystery,NA,Kannada,Rohini Hattangadi,Deepti Naval,Naseeruddin Shah,NA,NA,NA,NA,6.6,32,https://www.imdb.com/title/tt0102389/
Bhanwarey,6611040,2017,Comedy,NA,NA,Hindi,Shaurya Singh,Karhan Dev,Jashan Singh Kohli,NA,NA,NA,"Set in the late 90s in Delhi, Bhanwarey revolves around three friends and how they accidentally get involved in wrong doings while trying to cure their sexual problem of premature ejaculation, and to solve them and eventually get trapped between the law and a couple of gangster groups.",6.7,61,https://www.imdb.com/title/tt6611040/
Bypass Road,9176260,2019,Drama,Mystery,Thriller,Hindi,Neil Nitin Mukesh,Adah Sharma,Gul Panag,Maitry Surti,NA,NA,Vikram Kapoor a renowned fashion designer meets with a fatal car accident around the same time his top model Sarah Braganza commits suicide.Vikram gets discharge from hospital but is bound on wheelchair all his life.Inspector Himanshu Roy links both the incidents and suspects that Sarah didn't commit suicide while the gun found on the crime scene belongs to Vikram.,5.4,946,https://www.imdb.com/title/tt9176260/
Aarti,0056806,1962,Family,Musical,Romance,Hindi,Ashok Kumar,Meena Kumari,Pradeep Kumar,N.M. Aytoda,Chand Khan,Yusuf,"Aarti (Meena Kumari) is a dedicated and hard-working doctor, who believes that her skills should be used for the welfare of patients only. In contrast her fiance, Dr. Prakash (Ashok Kumar) believes in the opposite. Then one day, Aarti's is saved from drowning by a poor, unemployed youth, Deepak (Pradeep Kumar), and both eventually fall in love. Although her dad is opposed to her having any relationship with Deepak, they marry, and Aarti moves in with Deepak and his family: his brother, Niranjan (Ramesh Deo), Niranjan's wife, Jaswanti (Shashikala), three of her children; and Deepak's dad (Gajanan Jagirdar). Dr. Prakash is enraged and humiliated, and vows to avenge this. He gets married to Ramona, but is unable to get Aarti from his mind, and he keeps in touch with Aarti, and does succeed in bringing a discord in their marital life, so much so that Deepak asks Aarti to leave, and she moves in back with her dad. Then Deepak has an accident, and Dr. Prakash is the only surgeon who can operate on him, and he agrees to do so on condition that Aarti surrenders herself to him forever.",6.6,78,https://www.imdb.com/title/tt0056806/
Dilli Ka Thug,0247291,1958,Action,Comedy,Crime,Hindi,Kishore Kumar,Nutan,Amar,R.G. Gaekwad,NA,NA,"After the passing of her husband, Mrs. Sharma lives an impoverished lifestyle near Daryaganj, Delhi, along with her daughter, Razia/Radha, and son, Kishore Kumar. She has managed to get Radha engaged to Inspector Mohan, and Kishore to Asha. Things change suddenly when everyone finds out that Kishore is a petty criminal - resulting in both engagements getting annulled. Hoping to shed his past, Kishore re-locates to Bombay and finds employment with Shewakram for supplying medical supplies. His mother receives news that he is now settled in his new job and both she and Radha re-locate to Bombay. Little do they know that soon she will be compelled to disown Kishore when they find out he was responsible for the death of a young boy by the name of Gopal.",6.8,67,https://www.imdb.com/title/tt0247291/
Karm,0158698,1977,Drama,Family,NA,Hindi,Rajesh Khanna,Vidya Sinha,Shabana Azmi,NA,NA,NA,"Retired Judge Shyamlal Kumar lives in a palatial home with his wife and only son, Arvind, who is now studying law and is on his way to become a lawyer, and after that a judge just like his dad. Arvind meets with beautiful Asha Shastri, both fall in love and would like to get married. Asha introduces Arvind to her astrologer dad, Chintamani, who instantly approves of Arvind; while both Shyamlal and his wife give their blessings and approval to Asha. But when Chintamani, whose predictions always prove to be accurate, sees a dark future for the young couple, withdraws his blessings and asks them not to marry each other. Spooked by this, Shyamlal and his wife also ask Arvind to marry someone else. But both Arvind and Asha believe that nothing bad will befall them, and they start living together without getting married. This raises ire in their conservative community and both are blacklisted. Asha becomes pregnant, and soon they start making plans for the new addition in the family. What Asha does not know that Arvind has met a lovely young woman named Neelam Shukla, who believes that Arvind is a bachelor and wants to marry him at all and any cost. While Arvind is undecided, plagued by Chintamani's prediction and his bad reputation in courts. Watch what happens as fate takes over their lives and they are taken from one crisis to another, with no chance of getting together ever again.",6.6,79,https://www.imdb.com/title/tt0158698/
International Crook,0430232,1974,Action,Crime,NA,Hindi,Dharmendra,Saira Banu,Feroz Khan,NA,NA,NA,"Superintendent of Police, Rajesh, is asked to take charge of a police station in Goa, and manage it. Rajesh is aware that his friend, Shekar, also lives there, and he is anxious to see him. Upon arrival in Goa, Rajesh and Shekar are delighted to see each other. Shekar is in love with Seema, and Seema too loves him. However, Seema's mom, Lajwanti, does not approve of Shekar, and would like Seema to marry Rajesh. When Shekar comes to know about this, he steps away, so that Rajesh and Seema can marry each other. When Rajesh finds out about Shekar's sacrifice, he decides to let Seema marry Shekhar, and shortly thereafter the marriage takes place. While Shekar and Seema go off on their honeymoon, Rajesh commences his investigation into smuggling activities off the coast of Goa, and his investigations lead him to a suspect by the name of Tiger. Little does Rajesh know, that Tiger is none other an alias for Shekar, who will do anything to protect himself from Rajesh and the police.",6.5,74,https://www.imdb.com/title/tt0430232/
Bidaai,0246462,1974,Drama,Musical,Romance,Hindi,Jeetendra,Leena Chandavarkar,Durga Khote,S.S. Sharma,NA,NA,"After his business partner embezzles money and leaves him penniless, Parvati's husband passes away, leaving behind two sons, Prabhakar and Sudhakar, & a dumb daughter, Gauri, virtually on the verge of destitution, When Prabhakar grows up, he marries Pooja and moves out. Years pass by, Sudhakar has grown up, has managed to complete schooling, gets a job out of town and re-locates. He is summoned home when his sister kills himself as she is not permitted to marry Murli, who also kills himself. Then Sudhakar gets married to wealthy Padma and brings her home. Padma wants to be pampered and does not like playing second fiddle even to Parvati, which leads to disagreements in the household. Padma's pregnancy does not resolve any of the problems, and as a result the couple leave an ailing Parvati on her own and re-locate to Padma's palatial house in the city. Weeks turn into months, months turn into years, Parvati is all by herself - with the question remaining who will bid adieu (Bidaai) to her?",6.5,64,https://www.imdb.com/title/tt0246462/
Singapore,0268639,1960,Crime,Thriller,NA,Hindi,Shammi Kapoor,Padmini,Maria Menado,NA,NA,NA,"Ramesh is responsible for looking after rubber exports in Singapore on behalf of his employer, Shyam, based in India. When Ramesh suddenly disappears, Shyam travels to Singapore to unravel the mystery behind his absence, and is himself embroiled in a mystery, as well as arrested for a murder, he claims he did not commit.",6.5,78,https://www.imdb.com/title/tt0268639/
Baazi,0062692,1968,Crime,Musical,Mystery,Hindi,Waheeda Rehman,Dharmendra,Johnny Walker,Ansari,Shanker Kurade,V. Madan Mohan,"Elizabeth's uncle is in deep financial crisis. He somehow manages to prove his own death and cremate someone else's body in order to claim Rs.250,000 (a huge amount during 60s) from the insurance company. Inspector Ajay unfolds the mystery.",6.4,70,https://www.imdb.com/title/tt0062692/
Dhartiputra,0271458,1993,Action,Drama,NA,Hindi,Mammootty,Jaya Prada,Rishi Kapoor,NA,NA,NA,"Jeeva and Shiva are childhood sweethearts.Yashpal Singh has his eyes on Jeeva and tries to rape her but she manages to escape.On their wedding night Shiva is killed by Yashpal Singh,Jeeva then takes the revenge by killing him and is sentence for life imprisonment where she gives birth to a son Munna who is loved by all women in the prisoners,Yashpal Singh's wife and his brother Kripal Singh want Jeeva and her son dead.Jailor Kapil Dev Singh is an honest man who stands by support to protect Jeeva and Munna.",6.1,74,https://www.imdb.com/title/tt0271458/
Gangster,0275364,1994,Action,Drama,Thriller,Hindi,Mamta Kulkarni,Manu Gargi,Anita Ayoob,NA,NA,NA,NA,5.2,68,https://www.imdb.com/title/tt0275364/
Mafia,0400617,1996,Action,NA,NA,Hindi,Ishrat Ali,Somy Ali,Bob Anthony,NA,NA,NA,"Gowda is a crime boss whose octopus like tentacles have a hold on illegal numbers game (matka), brewing and distribution of illicit liquor, smuggling of firearms and other contraband. To aid and abet him, he has the cooperation of a senior police officer, a minister and the entire official machinery under their control. Three brothers, Ajit (a military man - Fawzi), Bhagat - a policeman and Jai, who is unemployed are on a collision course with Gowda and his goons. Within the police, Pawar, the honest Commissioner and Bapat, his deputy are on a collision course. The Minister is orchestrating both the administrative and the Mafia bosses, and their underlings.",5.0,72,https://www.imdb.com/title/tt0400617/
Jaanam,0464990,1992,Romance,NA,NA,Hindi,Rahul Roy,Pooja Bhatt,Paresh Rawal,NA,NA,NA,"Paradise Builders is owned by Dhanraj, who lives a very wealthy lifestyle with his wife, Radha; son, Rajan; and daughter, Anjali. His aim to take possession of the nearby village, which is now occupied by fishermen, headed by Shankar Rao, who lives there with his wife and two sons, Amar and Arun. Dhanraj's attempts to take possession prove to be in vain. Then the inevitable happens when Amar and Anjali meet and fall in love with each other, much to the chagrin of both Shankar and Dhanraj. While Shankar wants Amar to continue to follow his profession, Dhanraj wants Anjali to wed U.S.-based Shekhar Gupta, the son of the owner of Gupta Investments. Push leads to shove, and Dhanraj asks Rajan to set fire to the village. As a result, Rajan and Arun get killed. A grief-stricken Dhanraj swears on his son's ashes that he will avenge this death by killing Amar - at any and all costs. Watch what impact this has on the Rao family, as well as on Amar and Anjali.",4.6,74,https://www.imdb.com/title/tt0464990/
Bhagyawan,0450577,1994,Drama,NA,NA,Hindi,Govinda,Juhi Chawla,Pran,Dilip R. Dey,Rodrigue,NA,"A poor mill worker, Dhanraj, finds out that his sister, Pushpa, is pregnant, and that the man responsible for this is his boss, Hira. He goes there to get him to marry her, only to be told to get his sister an abortion. Unable to bear this shame, she kills herself, and Dhanraj swears to avenge her death. Hira fires Dhanraj, leaving him, his wife, two sons and a daughter destitute and on the verge of starvation. Deciding to kill himself and his family, he takes them on an outing at Chowpatty, and there he mixes poison in some snacks and takes them to his family. On the way, a small boy steals the food. Dhanraj catches up to this boy, and takes the food away from him, and disposes it off. He finds that this small boy has a winning lottery ticket. He rejoices, tells this good news to his family, and adopts the boy, who is now his goodluck charm. Thereafter they live a very comfortable life. Years later, all of Dhanraj's children, Renu, Vishwas, and Kishan have grown up alongwith the boy, Amar, who is now a police inspector. Renu and Vishwas are married, and Amar and Kishan will soon be married too. Kishan gets married to Hira's daughter, and Amar marries a petty thief, Geeta. Things don't go quite well in this household, as money is being embezzled; and then Vishwas' wife blames Amar of sexually molesting her, forcing Amar and Geeta to leave the house. Dhanraj has always considered Amar a goodluck charm for this house, feels vulnerable and open to attacks. And his perceptiveness gives fruit when Vishwas and his wife decide to leave this house and live separately, and it is on the very same day that Dhanraj is arrested for marketing suprious drugs, and the arresting officer is none other than Inspector Amar.",4.4,77,https://www.imdb.com/title/tt0450577/
Judge Mujrim,0339233,1997,Action,Drama,NA,Hindi,Jeetendra,Sunil Shetty,Sujata Mehta,Rajnath,Sagar,NA,"Judge Pratap Sinha is a renowned judge who does not pass judgement by sitting down on the judge's chair but he himself investigates and bring the criminals to their fate. This worshiped of law has a wife Sujata who is a very famous lawyer. He also has a sister who is a brave police officer. The city's Mafia Don D.V.M's brother Jaggi commits a gruesome murder of a lady journalist Bharti. He is arrested and tried by judge Pratap Sinha who passes a death sentence on Jaggi. One day while judge Pratap was going to the court he sees Sunil stabbing one man to death. With Pratap as witness he tells Ashwini to arrest Sunil, who gets shocked because Sunil is her lover. The court sentences Sunil to death. In jail Sunil meets notorious criminal Mangal, who is Pratap Sinha's enemy. Before Sunil is hanged, D.V.M. tells judge Pratap that Sunil is innocent and that D.V.M. himself had trapped Sunil. Judge Pratap is stunned as if a lightening had struck him. To save the respect of the law Pratap has to break the law. He runs away with Sunil from jail. Behind judge Pratap and criminal Sunil, are the full police force from one side and on the other is D.V.M's henchmen. Did Sunil prove his innocence? What happened to D.V.M. in the end?",4.0,75,https://www.imdb.com/title/tt0339233/
Suraag,0338472,1982,Thriller,Mystery,NA,Hindi,Sanjeev Kumar,Shabana Azmi,Rajesh Khanna,NA,NA,NA,Prof Saxsena (Sanjeev Kumar) and Dr Gupta (Parishit Sahni) are friends living at Los Angeles (USA). Prof is married while Dr is unmarried and going to Bombay (India) to select a girl to marry. In india Dr select Sunita (Shabana Azmi) and married her and left for USA. After clearance of visa sunita fly to Los Angeles. In flight another indian bride carring cocaine plant it in vanity box of sunita. Sunita is kidnapped at New York airport and mystery starts...,7.3,65,https://www.imdb.com/title/tt0338472/
Kamla,9850798,2014,Drama,NA,NA,Marathi,Vasudha Deshpande,Nitesh Kalbande,Ashwini Kasar,NA,NA,NA,"Kamala' is new serial based on famous Marathi writer Vijay Tendulkar's play named 'Kamala'. Devashish Deshpande is journalist. He dresses up like old man and is trying to acquire important news for tomorrow's headline. But he gets in trouble. His wife Sharayu is a good housewife, but she has a talent of writing skill. She writes one article on the request of Devashish's Uncle. He praises for her write-up. Stay tuned for more. An adaptation of Vijay Tendulkar's famous play 'Kamala', this social drama tells the tale of a journalist who purchases a woman from the rural flesh trade, and goes on to expose the nexus of the police and the politicians. Based on a true incident the show has a number of twists and turns.",NA,NA,https://www.imdb.com/title/tt9850798/
Safed Haathi,0419107,1977,Adventure,Drama,Family,Hindi,Vijay Arora,Ashwani,Utpal Dutt,NA,NA,NA,"Unsuccessful film-maker (Vijay Arora) chronicles the story of two orphaned children, Shibu (Ashwani), and his elder sister, Rani (Gayetri Sharma), who live with their abusive maternal uncle (Sadhu Meher), and aunt (Mala Jaggi). Things take a turn for the better when Shibu befriends an albino elephant in the nearby forest, and through this elephant, named Airawat, finds a pot full of gold coins. Unfortunately, the uncle and his wife come to know of this, and inform the Emperor (Shatrughan Sinha), who undertakes to capture the elephant at any cost, leaving the uncle and aunt to keep the gold coins for themselves.",7.3,65,https://www.imdb.com/title/tt0419107/
